153	Q0	985	8	992000.0	burhanai_task2_rag
153	Q0	46	9	991000.0	burhanai_task2_rag
153	Q0	35	10	990000.0	burhanai_task2_rag
154	Q0	1531	15	985000.0	burhanai_task2_rag
154	Q0	1734	16	984000.0	burhanai_task2_rag
156	Q0	1856	9	991000.0	burhanai_task2_rag
156	Q0	1854	10	990000.0	burhanai_task2_rag
156	Q0	1853	11	989000.0	burhanai_task2_rag
156	Q0	1852	12	988000.0	burhanai_task2_rag
157	Q0	1631	10	990000.0	burhanai_task2_rag
157	Q0	1216	11	989000.0	burhanai_task2_rag
157	Q0	1231	12	988000.0	burhanai_task2_rag
157	Q0	1229	13	987000.0	burhanai_task2_rag
157	Q0	395	14	986000.0	burhanai_task2_rag
160	Q0	1448	7	993000.0	burhanai_task2_rag
160	Q0	1454	8	992000.0	burhanai_task2_rag
160	Q0	1450	9	991000.0	burhanai_task2_rag
160	Q0	1451	10	990000.0	burhanai_task2_rag
160	Q0	919	11	989000.0	burhanai_task2_rag
160	Q0	1447	12	988000.0	burhanai_task2_rag
160	Q0	1449	13	987000.0	burhanai_task2_rag
160	Q0	1452	14	986000.0	burhanai_task2_rag
204	Q0	1428	10	990000.0	burhanai_task2_rag
205	Q0	1416	2	998000.0	burhanai_task2_rag
216	Q0	1442	10	990000.0	burhanai_task2_rag
216	Q0	970	11	989000.0	burhanai_task2_rag
216	Q0	1440	12	988000.0	burhanai_task2_rag
219	Q0	1445	5	995000.0	burhanai_task2_rag
230	Q0	3	0	1000000.0	burhanai_task2_rag
230	Q0	4	1	999000.0	burhanai_task2_rag
236	Q0	562	5	995000.0	burhanai_task2_rag
253	Q0	103	2	998000.0	burhanai_task2_rag
260	Q0	1188	4	996000.0	burhanai_task2_rag
265	Q0	1622	4	996000.0	burhanai_task2_rag
265	Q0	1621	5	995000.0	burhanai_task2_rag
265	Q0	1617	6	994000.0	burhanai_task2_rag
265	Q0	1350	7	993000.0	burhanai_task2_rag
265	Q0	1342	8	992000.0	burhanai_task2_rag
265	Q0	1619	9	991000.0	burhanai_task2_rag
265	Q0	1264	10	990000.0	burhanai_task2_rag
265	Q0	1228	11	989000.0	burhanai_task2_rag
265	Q0	1615	12	988000.0	burhanai_task2_rag
265	Q0	1614	13	987000.0	burhanai_task2_rag
266	Q0	1575	6	994000.0	burhanai_task2_rag
266	Q0	1570	7	993000.0	burhanai_task2_rag
266	Q0	17	8	992000.0	burhanai_task2_rag
266	Q0	1806	9	991000.0	burhanai_task2_rag
266	Q0	1086	10	990000.0	burhanai_task2_rag
266	Q0	991	11	989000.0	burhanai_task2_rag
268	Q0	1653	6	994000.0	burhanai_task2_rag
268	Q0	325	7	993000.0	burhanai_task2_rag
268	Q0	1768	8	992000.0	burhanai_task2_rag
268	Q0	687	9	991000.0	burhanai_task2_rag
268	Q0	1342	10	990000.0	burhanai_task2_rag
301	Q0	121	6	994000.0	burhanai_task2_rag
301	Q0	264	7	993000.0	burhanai_task2_rag
301	Q0	1733	8	992000.0	burhanai_task2_rag
301	Q0	1924	9	991000.0	burhanai_task2_rag
301	Q0	1778	10	990000.0	burhanai_task2_rag
301	Q0	1779	11	989000.0	burhanai_task2_rag
302	Q0	1229	14	986000.0	burhanai_task2_rag
302	Q0	1300	15	985000.0	burhanai_task2_rag
302	Q0	1215	16	984000.0	burhanai_task2_rag
302	Q0	1149	17	983000.0	burhanai_task2_rag
302	Q0	1241	18	982000.0	burhanai_task2_rag
302	Q0	898	19	981000.0	burhanai_task2_rag
303	Q0	898	14	986000.0	burhanai_task2_rag
303	Q0	779	15	985000.0	burhanai_task2_rag
303	Q0	1301	16	984000.0	burhanai_task2_rag
303	Q0	1241	17	983000.0	burhanai_task2_rag
306	Q0	1902	5	995000.0	burhanai_task2_rag
306	Q0	994	6	994000.0	burhanai_task2_rag
306	Q0	1399	7	993000.0	burhanai_task2_rag
306	Q0	1922	8	992000.0	burhanai_task2_rag
306	Q0	1923	9	991000.0	burhanai_task2_rag
308	Q0	2112	8	992000.0	burhanai_task2_rag
310	Q0	1127	13	987000.0	burhanai_task2_rag
310	Q0	1463	14	986000.0	burhanai_task2_rag
310	Q0	2250	15	985000.0	burhanai_task2_rag
310	Q0	2092	16	984000.0	burhanai_task2_rag
310	Q0	2091	17	983000.0	burhanai_task2_rag
310	Q0	1945	18	982000.0	burhanai_task2_rag
311	Q0	1003	15	985000.0	burhanai_task2_rag
313	Q0	47	16	984000.0	burhanai_task2_rag
314	Q0	47	18	982000.0	burhanai_task2_rag
316	Q0	708	1	999000.0	burhanai_task2_rag
317	Q0	1209	11	989000.0	burhanai_task2_rag
317	Q0	750	12	988000.0	burhanai_task2_rag
317	Q0	751	13	987000.0	burhanai_task2_rag
317	Q0	51	14	986000.0	burhanai_task2_rag
317	Q0	766	15	985000.0	burhanai_task2_rag
322	Q0	1831	13	987000.0	burhanai_task2_rag
322	Q0	448	14	986000.0	burhanai_task2_rag
322	Q0	1836	15	985000.0	burhanai_task2_rag
322	Q0	1835	16	984000.0	burhanai_task2_rag
322	Q0	1834	17	983000.0	burhanai_task2_rag
322	Q0	1840	18	982000.0	burhanai_task2_rag
323	Q0	437	6	994000.0	burhanai_task2_rag
323	Q0	436	7	993000.0	burhanai_task2_rag
323	Q0	1583	8	992000.0	burhanai_task2_rag
323	Q0	1831	9	991000.0	burhanai_task2_rag
323	Q0	1833	10	990000.0	burhanai_task2_rag
323	Q0	1811	11	989000.0	burhanai_task2_rag
323	Q0	1835	12	988000.0	burhanai_task2_rag
323	Q0	1834	13	987000.0	burhanai_task2_rag
323	Q0	1826	14	986000.0	burhanai_task2_rag
323	Q0	1827	15	985000.0	burhanai_task2_rag
323	Q0	1841	16	984000.0	burhanai_task2_rag
323	Q0	1840	17	983000.0	burhanai_task2_rag
323	Q0	2244	18	982000.0	burhanai_task2_rag
324	Q0	1836	8	992000.0	burhanai_task2_rag
324	Q0	1822	9	991000.0	burhanai_task2_rag
324	Q0	448	10	990000.0	burhanai_task2_rag
324	Q0	447	11	989000.0	burhanai_task2_rag
324	Q0	1768	12	988000.0	burhanai_task2_rag
324	Q0	444	13	987000.0	burhanai_task2_rag
324	Q0	1841	14	986000.0	burhanai_task2_rag
324	Q0	1835	15	985000.0	burhanai_task2_rag
324	Q0	1840	16	984000.0	burhanai_task2_rag
324	Q0	1748	17	983000.0	burhanai_task2_rag
325	Q0	2059	12	988000.0	burhanai_task2_rag
326	Q0	746	7	993000.0	burhanai_task2_rag
326	Q0	330	8	992000.0	burhanai_task2_rag
326	Q0	2025	9	991000.0	burhanai_task2_rag
326	Q0	998	10	990000.0	burhanai_task2_rag
326	Q0	1899	11	989000.0	burhanai_task2_rag
326	Q0	736	12	988000.0	burhanai_task2_rag
326	Q0	51	13	987000.0	burhanai_task2_rag
328	Q0	2222	10	990000.0	burhanai_task2_rag
328	Q0	71	11	989000.0	burhanai_task2_rag
328	Q0	72	12	988000.0	burhanai_task2_rag
328	Q0	1365	13	987000.0	burhanai_task2_rag
328	Q0	1454	14	986000.0	burhanai_task2_rag
328	Q0	2220	15	985000.0	burhanai_task2_rag
328	Q0	2221	16	984000.0	burhanai_task2_rag
328	Q0	922	17	983000.0	burhanai_task2_rag
328	Q0	75	18	982000.0	burhanai_task2_rag
330	Q0	1	16	984000.0	burhanai_task2_rag
330	Q0	2134	17	983000.0	burhanai_task2_rag
330	Q0	2236	18	982000.0	burhanai_task2_rag
330	Q0	2248	19	981000.0	burhanai_task2_rag
332	Q0	699	12	988000.0	burhanai_task2_rag
332	Q0	571	13	987000.0	burhanai_task2_rag
332	Q0	700	14	986000.0	burhanai_task2_rag
332	Q0	698	15	985000.0	burhanai_task2_rag
332	Q0	697	16	984000.0	burhanai_task2_rag
332	Q0	661	17	983000.0	burhanai_task2_rag
334	Q0	493	8	992000.0	burhanai_task2_rag
334	Q0	244	9	991000.0	burhanai_task2_rag
334	Q0	478	10	990000.0	burhanai_task2_rag
334	Q0	1188	11	989000.0	burhanai_task2_rag
336	Q0	1776	6	994000.0	burhanai_task2_rag
336	Q0	1889	7	993000.0	burhanai_task2_rag
338	Q0	48	17	983000.0	burhanai_task2_rag
339	Q0	48	14	986000.0	burhanai_task2_rag
339	Q0	1600	15	985000.0	burhanai_task2_rag
339	Q0	2071	16	984000.0	burhanai_task2_rag
344	Q0	610	6	994000.0	burhanai_task2_rag
344	Q0	392	7	993000.0	burhanai_task2_rag
344	Q0	344	8	992000.0	burhanai_task2_rag
344	Q0	397	9	991000.0	burhanai_task2_rag
344	Q0	379	10	990000.0	burhanai_task2_rag
344	Q0	355	11	989000.0	burhanai_task2_rag
344	Q0	621	12	988000.0	burhanai_task2_rag
344	Q0	381	13	987000.0	burhanai_task2_rag
344	Q0	611	14	986000.0	burhanai_task2_rag
344	Q0	419	15	985000.0	burhanai_task2_rag
348	Q0	264	7	993000.0	burhanai_task2_rag
348	Q0	1778	8	992000.0	burhanai_task2_rag
348	Q0	1779	9	991000.0	burhanai_task2_rag
348	Q0	1883	10	990000.0	burhanai_task2_rag
349	Q0	2194	4	996000.0	burhanai_task2_rag
351	Q0	1282	9	991000.0	burhanai_task2_rag
351	Q0	1200	10	990000.0	burhanai_task2_rag
351	Q0	1531	11	989000.0	burhanai_task2_rag
351	Q0	2242	12	988000.0	burhanai_task2_rag
351	Q0	1132	13	987000.0	burhanai_task2_rag
351	Q0	1280	14	986000.0	burhanai_task2_rag
351	Q0	2226	15	985000.0	burhanai_task2_rag
356	Q0	1241	11	989000.0	burhanai_task2_rag
356	Q0	1300	12	988000.0	burhanai_task2_rag
356	Q0	779	13	987000.0	burhanai_task2_rag
356	Q0	1215	14	986000.0	burhanai_task2_rag
357	Q0	1217	6	994000.0	burhanai_task2_rag
357	Q0	1261	7	993000.0	burhanai_task2_rag
357	Q0	1218	8	992000.0	burhanai_task2_rag
357	Q0	1219	9	991000.0	burhanai_task2_rag
357	Q0	1216	10	990000.0	burhanai_task2_rag
357	Q0	1214	11	989000.0	burhanai_task2_rag
357	Q0	1215	12	988000.0	burhanai_task2_rag
357	Q0	1149	13	987000.0	burhanai_task2_rag
357	Q0	25	14	986000.0	burhanai_task2_rag
357	Q0	1241	15	985000.0	burhanai_task2_rag
358	Q0	43	11	989000.0	burhanai_task2_rag
358	Q0	8	12	988000.0	burhanai_task2_rag
358	Q0	1070	13	987000.0	burhanai_task2_rag
358	Q0	641	14	986000.0	burhanai_task2_rag
358	Q0	1241	15	985000.0	burhanai_task2_rag
358	Q0	44	16	984000.0	burhanai_task2_rag
360	Q0	1386	8	992000.0	burhanai_task2_rag
360	Q0	1800	9	991000.0	burhanai_task2_rag
360	Q0	701	10	990000.0	burhanai_task2_rag
360	Q0	646	11	989000.0	burhanai_task2_rag
360	Q0	2168	12	988000.0	burhanai_task2_rag
361	Q0	1457	13	987000.0	burhanai_task2_rag
361	Q0	1450	14	986000.0	burhanai_task2_rag
361	Q0	1735	15	985000.0	burhanai_task2_rag
362	Q0	484	7	993000.0	burhanai_task2_rag
362	Q0	521	8	992000.0	burhanai_task2_rag
362	Q0	560	9	991000.0	burhanai_task2_rag
362	Q0	564	10	990000.0	burhanai_task2_rag
363	Q0	926	8	992000.0	burhanai_task2_rag
363	Q0	947	9	991000.0	burhanai_task2_rag
363	Q0	950	10	990000.0	burhanai_task2_rag
363	Q0	941	11	989000.0	burhanai_task2_rag
363	Q0	932	12	988000.0	burhanai_task2_rag
364	Q0	1735	16	984000.0	burhanai_task2_rag
364	Q0	2130	17	983000.0	burhanai_task2_rag
364	Q0	2131	18	982000.0	burhanai_task2_rag
365	Q0	1272	13	987000.0	burhanai_task2_rag
365	Q0	1357	14	986000.0	burhanai_task2_rag
367	Q0	1767	13	987000.0	burhanai_task2_rag
367	Q0	1766	14	986000.0	burhanai_task2_rag
367	Q0	2252	15	985000.0	burhanai_task2_rag
367	Q0	2251	16	984000.0	burhanai_task2_rag
367	Q0	759	17	983000.0	burhanai_task2_rag
367	Q0	85	18	982000.0	burhanai_task2_rag
368	Q0	1772	5	995000.0	burhanai_task2_rag
368	Q0	1896	6	994000.0	burhanai_task2_rag
368	Q0	1773	7	993000.0	burhanai_task2_rag
368	Q0	2189	8	992000.0	burhanai_task2_rag
368	Q0	1740	9	991000.0	burhanai_task2_rag
368	Q0	2190	10	990000.0	burhanai_task2_rag
369	Q0	1053	5	995000.0	burhanai_task2_rag
369	Q0	1454	6	994000.0	burhanai_task2_rag
369	Q0	1448	7	993000.0	burhanai_task2_rag
369	Q0	1449	8	992000.0	burhanai_task2_rag
369	Q0	1450	9	991000.0	burhanai_task2_rag
370	Q0	85	14	986000.0	burhanai_task2_rag
370	Q0	1767	15	985000.0	burhanai_task2_rag
370	Q0	2252	16	984000.0	burhanai_task2_rag
370	Q0	2251	17	983000.0	burhanai_task2_rag
370	Q0	2253	18	982000.0	burhanai_task2_rag
370	Q0	41	19	981000.0	burhanai_task2_rag
371	Q0	1421	2	998000.0	burhanai_task2_rag
372	Q0	3	13	987000.0	burhanai_task2_rag
372	Q0	5	14	986000.0	burhanai_task2_rag
372	Q0	6	15	985000.0	burhanai_task2_rag
372	Q0	1822	16	984000.0	burhanai_task2_rag
372	Q0	1823	17	983000.0	burhanai_task2_rag
372	Q0	773	18	982000.0	burhanai_task2_rag
375	Q0	211	3	997000.0	burhanai_task2_rag
378	Q0	688	11	989000.0	burhanai_task2_rag
378	Q0	2134	12	988000.0	burhanai_task2_rag
378	Q0	1	13	987000.0	burhanai_task2_rag
378	Q0	2236	14	986000.0	burhanai_task2_rag
378	Q0	2126	15	985000.0	burhanai_task2_rag
378	Q0	1123	16	984000.0	burhanai_task2_rag
379	Q0	111	6	994000.0	burhanai_task2_rag
379	Q0	130	7	993000.0	burhanai_task2_rag
379	Q0	129	8	992000.0	burhanai_task2_rag
379	Q0	112	9	991000.0	burhanai_task2_rag
380	Q0	111	4	996000.0	burhanai_task2_rag
380	Q0	130	5	995000.0	burhanai_task2_rag
380	Q0	197	6	994000.0	burhanai_task2_rag
380	Q0	112	7	993000.0	burhanai_task2_rag
381	Q0	1	9	991000.0	burhanai_task2_rag
381	Q0	1839	10	990000.0	burhanai_task2_rag
381	Q0	1694	11	989000.0	burhanai_task2_rag
381	Q0	10	12	988000.0	burhanai_task2_rag
381	Q0	2193	13	987000.0	burhanai_task2_rag
381	Q0	2194	14	986000.0	burhanai_task2_rag
381	Q0	111	15	985000.0	burhanai_task2_rag
382	Q0	111	2	998000.0	burhanai_task2_rag
382	Q0	113	3	997000.0	burhanai_task2_rag
382	Q0	115	4	996000.0	burhanai_task2_rag
382	Q0	197	5	995000.0	burhanai_task2_rag
382	Q0	112	6	994000.0	burhanai_task2_rag
382	Q0	140	7	993000.0	burhanai_task2_rag
382	Q0	166	8	992000.0	burhanai_task2_rag
382	Q0	130	9	991000.0	burhanai_task2_rag
384	Q0	1780	3	997000.0	burhanai_task2_rag
384	Q0	1430	4	996000.0	burhanai_task2_rag
384	Q0	1781	5	995000.0	burhanai_task2_rag
384	Q0	474	6	994000.0	burhanai_task2_rag
385	Q0	1754	6	994000.0	burhanai_task2_rag
385	Q0	1755	7	993000.0	burhanai_task2_rag
385	Q0	1520	8	992000.0	burhanai_task2_rag
386	Q0	1500	3	997000.0	burhanai_task2_rag
386	Q0	1496	4	996000.0	burhanai_task2_rag
386	Q0	1495	5	995000.0	burhanai_task2_rag
386	Q0	2015	6	994000.0	burhanai_task2_rag
387	Q0	967	8	992000.0	burhanai_task2_rag
387	Q0	2125	9	991000.0	burhanai_task2_rag
387	Q0	422	10	990000.0	burhanai_task2_rag
388	Q0	564	17	983000.0	burhanai_task2_rag
391	Q0	1313	12	988000.0	burhanai_task2_rag
391	Q0	1314	13	987000.0	burhanai_task2_rag
391	Q0	83	14	986000.0	burhanai_task2_rag
391	Q0	28	15	985000.0	burhanai_task2_rag
391	Q0	1156	16	984000.0	burhanai_task2_rag
391	Q0	1148	17	983000.0	burhanai_task2_rag
391	Q0	1149	18	982000.0	burhanai_task2_rag
391	Q0	1700	19	981000.0	burhanai_task2_rag
392	Q0	1872	14	986000.0	burhanai_task2_rag
392	Q0	1815	15	985000.0	burhanai_task2_rag
392	Q0	2189	16	984000.0	burhanai_task2_rag
392	Q0	503	17	983000.0	burhanai_task2_rag
393	Q0	1671	16	984000.0	burhanai_task2_rag
393	Q0	1305	17	983000.0	burhanai_task2_rag
393	Q0	1353	18	982000.0	burhanai_task2_rag
393	Q0	1687	19	981000.0	burhanai_task2_rag
394	Q0	1353	15	985000.0	burhanai_task2_rag
394	Q0	911	16	984000.0	burhanai_task2_rag
394	Q0	1352	17	983000.0	burhanai_task2_rag
395	Q0	1476	3	997000.0	burhanai_task2_rag
395	Q0	1683	4	996000.0	burhanai_task2_rag
395	Q0	2180	5	995000.0	burhanai_task2_rag
395	Q0	2181	6	994000.0	burhanai_task2_rag
395	Q0	1853	7	993000.0	burhanai_task2_rag
395	Q0	1852	8	992000.0	burhanai_task2_rag
396	Q0	1364	8	992000.0	burhanai_task2_rag
396	Q0	1710	9	991000.0	burhanai_task2_rag
398	Q0	1597	11	989000.0	burhanai_task2_rag
398	Q0	1596	12	988000.0	burhanai_task2_rag
399	Q0	1597	3	997000.0	burhanai_task2_rag
399	Q0	1596	4	996000.0	burhanai_task2_rag
399	Q0	291	5	995000.0	burhanai_task2_rag
400	Q0	2194	6	994000.0	burhanai_task2_rag
400	Q0	1307	7	993000.0	burhanai_task2_rag
400	Q0	1531	8	992000.0	burhanai_task2_rag
400	Q0	1118	9	991000.0	burhanai_task2_rag
400	Q0	2191	10	990000.0	burhanai_task2_rag
400	Q0	2195	11	989000.0	burhanai_task2_rag
404	Q0	1053	6	994000.0	burhanai_task2_rag
404	Q0	1454	7	993000.0	burhanai_task2_rag
407	Q0	1531	17	983000.0	burhanai_task2_rag
408	Q0	1306	13	987000.0	burhanai_task2_rag
408	Q0	2194	14	986000.0	burhanai_task2_rag
408	Q0	1521	15	985000.0	burhanai_task2_rag
409	Q0	1085	7	993000.0	burhanai_task2_rag
410	Q0	1178	14	986000.0	burhanai_task2_rag
410	Q0	1353	15	985000.0	burhanai_task2_rag
410	Q0	673	16	984000.0	burhanai_task2_rag
410	Q0	1930	17	983000.0	burhanai_task2_rag
410	Q0	1200	18	982000.0	burhanai_task2_rag
410	Q0	2043	19	981000.0	burhanai_task2_rag
411	Q0	1823	13	987000.0	burhanai_task2_rag
411	Q0	6	14	986000.0	burhanai_task2_rag
411	Q0	5	15	985000.0	burhanai_task2_rag
411	Q0	1226	16	984000.0	burhanai_task2_rag
411	Q0	1583	17	983000.0	burhanai_task2_rag
411	Q0	1822	18	982000.0	burhanai_task2_rag
412	Q0	1773	9	991000.0	burhanai_task2_rag
412	Q0	1896	10	990000.0	burhanai_task2_rag
412	Q0	1147	11	989000.0	burhanai_task2_rag
412	Q0	1191	12	988000.0	burhanai_task2_rag
413	Q0	1076	13	987000.0	burhanai_task2_rag
413	Q0	1305	14	986000.0	burhanai_task2_rag
413	Q0	1862	15	985000.0	burhanai_task2_rag
413	Q0	83	16	984000.0	burhanai_task2_rag
413	Q0	2190	17	983000.0	burhanai_task2_rag
413	Q0	1687	18	982000.0	burhanai_task2_rag
414	Q0	1282	15	985000.0	burhanai_task2_rag
414	Q0	407	16	984000.0	burhanai_task2_rag
414	Q0	428	17	983000.0	burhanai_task2_rag
415	Q0	1282	16	984000.0	burhanai_task2_rag
415	Q0	2236	17	983000.0	burhanai_task2_rag
415	Q0	1727	18	982000.0	burhanai_task2_rag
416	Q0	10	16	984000.0	burhanai_task2_rag
416	Q0	12	17	983000.0	burhanai_task2_rag
416	Q0	45	18	982000.0	burhanai_task2_rag
416	Q0	2193	19	981000.0	burhanai_task2_rag
418	Q0	1306	17	983000.0	burhanai_task2_rag
418	Q0	2194	18	982000.0	burhanai_task2_rag
419	Q0	1117	17	983000.0	burhanai_task2_rag
419	Q0	1451	18	982000.0	burhanai_task2_rag
419	Q0	1450	19	981000.0	burhanai_task2_rag
421	Q0	1822	8	992000.0	burhanai_task2_rag
421	Q0	5	9	991000.0	burhanai_task2_rag
421	Q0	1823	10	990000.0	burhanai_task2_rag
421	Q0	6	11	989000.0	burhanai_task2_rag
421	Q0	1841	12	988000.0	burhanai_task2_rag
421	Q0	1567	13	987000.0	burhanai_task2_rag
421	Q0	1583	14	986000.0	burhanai_task2_rag
421	Q0	1226	15	985000.0	burhanai_task2_rag
421	Q0	1825	16	984000.0	burhanai_task2_rag
423	Q0	5	13	987000.0	burhanai_task2_rag
423	Q0	6	14	986000.0	burhanai_task2_rag
423	Q0	1823	15	985000.0	burhanai_task2_rag
423	Q0	1226	16	984000.0	burhanai_task2_rag
423	Q0	1822	17	983000.0	burhanai_task2_rag
424	Q0	1872	14	986000.0	burhanai_task2_rag
424	Q0	721	15	985000.0	burhanai_task2_rag
424	Q0	1305	16	984000.0	burhanai_task2_rag
424	Q0	87	17	983000.0	burhanai_task2_rag
424	Q0	478	18	982000.0	burhanai_task2_rag
424	Q0	1802	19	981000.0	burhanai_task2_rag
425	Q0	1766	10	990000.0	burhanai_task2_rag
425	Q0	1767	11	989000.0	burhanai_task2_rag
425	Q0	225	12	988000.0	burhanai_task2_rag
425	Q0	1117	13	987000.0	burhanai_task2_rag
425	Q0	1750	14	986000.0	burhanai_task2_rag
425	Q0	2251	15	985000.0	burhanai_task2_rag
425	Q0	759	16	984000.0	burhanai_task2_rag
425	Q0	85	17	983000.0	burhanai_task2_rag
425	Q0	1291	18	982000.0	burhanai_task2_rag
425	Q0	2252	19	981000.0	burhanai_task2_rag
427	Q0	1734	9	991000.0	burhanai_task2_rag
428	Q0	48	15	985000.0	burhanai_task2_rag
500	Q0	1741	4	996000.0	burhanai_task2_rag
502	Q0	564	17	983000.0	burhanai_task2_rag
508	Q0	1368	16	984000.0	burhanai_task2_rag
508	Q0	998	17	983000.0	burhanai_task2_rag
508	Q0	1762	18	982000.0	burhanai_task2_rag
508	Q0	1906	19	981000.0	burhanai_task2_rag
513	Q0	1862	12	988000.0	burhanai_task2_rag
513	Q0	1863	13	987000.0	burhanai_task2_rag
513	Q0	1864	14	986000.0	burhanai_task2_rag
513	Q0	503	15	985000.0	burhanai_task2_rag
518	Q0	1099	14	986000.0	burhanai_task2_rag
518	Q0	1959	15	985000.0	burhanai_task2_rag
518	Q0	736	16	984000.0	burhanai_task2_rag
518	Q0	734	17	983000.0	burhanai_task2_rag
518	Q0	735	18	982000.0	burhanai_task2_rag
518	Q0	1050	19	981000.0	burhanai_task2_rag
519	Q0	734	12	988000.0	burhanai_task2_rag
519	Q0	713	13	987000.0	burhanai_task2_rag
519	Q0	735	14	986000.0	burhanai_task2_rag
519	Q0	1102	15	985000.0	burhanai_task2_rag
519	Q0	756	16	984000.0	burhanai_task2_rag
521	Q0	686	16	984000.0	burhanai_task2_rag
522	Q0	2125	7	993000.0	burhanai_task2_rag
522	Q0	2122	8	992000.0	burhanai_task2_rag
525	Q0	31	10	990000.0	burhanai_task2_rag
525	Q0	54	11	989000.0	burhanai_task2_rag
525	Q0	2135	12	988000.0	burhanai_task2_rag
525	Q0	32	13	987000.0	burhanai_task2_rag
527	Q0	1966	12	988000.0	burhanai_task2_rag
527	Q0	1964	13	987000.0	burhanai_task2_rag
527	Q0	1965	14	986000.0	burhanai_task2_rag
527	Q0	1968	15	985000.0	burhanai_task2_rag
527	Q0	1969	16	984000.0	burhanai_task2_rag
528	Q0	1466	11	989000.0	burhanai_task2_rag
528	Q0	1966	12	988000.0	burhanai_task2_rag
528	Q0	1964	13	987000.0	burhanai_task2_rag
528	Q0	1968	14	986000.0	burhanai_task2_rag
528	Q0	1970	15	985000.0	burhanai_task2_rag
528	Q0	1969	16	984000.0	burhanai_task2_rag
528	Q0	1462	17	983000.0	burhanai_task2_rag
529	Q0	749	13	987000.0	burhanai_task2_rag
529	Q0	1462	14	986000.0	burhanai_task2_rag
529	Q0	327	15	985000.0	burhanai_task2_rag
529	Q0	96	16	984000.0	burhanai_task2_rag
531	Q0	1661	16	984000.0	burhanai_task2_rag
531	Q0	1	17	983000.0	burhanai_task2_rag
531	Q0	715	18	982000.0	burhanai_task2_rag
533	Q0	1002	13	987000.0	burhanai_task2_rag
533	Q0	1001	14	986000.0	burhanai_task2_rag
533	Q0	2038	15	985000.0	burhanai_task2_rag
534	Q0	1386	6	994000.0	burhanai_task2_rag
534	Q0	1915	7	993000.0	burhanai_task2_rag
534	Q0	2006	8	992000.0	burhanai_task2_rag
539	Q0	63	13	987000.0	burhanai_task2_rag
539	Q0	2043	14	986000.0	burhanai_task2_rag
539	Q0	12	15	985000.0	burhanai_task2_rag
539	Q0	2058	16	984000.0	burhanai_task2_rag
539	Q0	13	17	983000.0	burhanai_task2_rag
539	Q0	1001	18	982000.0	burhanai_task2_rag
539	Q0	10	19	981000.0	burhanai_task2_rag
540	Q0	16	9	991000.0	burhanai_task2_rag
540	Q0	998	10	990000.0	burhanai_task2_rag
540	Q0	2122	11	989000.0	burhanai_task2_rag
540	Q0	2133	12	988000.0	burhanai_task2_rag
540	Q0	1124	13	987000.0	burhanai_task2_rag
